TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
1489,BatchInference,1983,7,33,Medium,RegionA,80,2406,1983,NonPreemptive,0.55,1983.55
1490,RealTimeInference,1479,2,332,High,RegionA,20,1485,1479,NonPreemptive,5.533333333333333,1484.5333333333333
1491,BatchInference,1010,5,190,Medium,RegionC,80,2406,1010,NonPreemptive,3.1666666666666665,1013.1666666666666
1492,AITraining,2030,38,78,Low,RegionE,150,2406,2030,NonPreemptive,1.3,2031.3
1493,AITraining,800,110,190,Low,RegionE,150,2406,800,NonPreemptive,3.1666666666666665,803.1666666666666
1494,BatchInference,438,12,258,Medium,RegionF,80,2406,438,NonPreemptive,4.3,442.3
1495,RealTimeInference,1247,4,335,High,RegionA,20,1253,1247,NonPreemptive,5.583333333333333,1252.5833333333333
1496,RealTimeInference,1620,5,147,High,RegionA,20,1623,1620,NonPreemptive,2.45,1622.45
1497,BatchInference,1556,11,112,Medium,RegionB,80,2406,1556,NonPreemptive,1.8666666666666667,1557.8666666666666
1498,BatchInference,1803,9,326,Medium,RegionC,80,2406,1803,NonPreemptive,5.433333333333334,1808.4333333333334
1499,BatchInference,1763,23,393,Medium,RegionD,80,2406,1763,NonPreemptive,6.55,1769.55
1500,AITraining,557,66,312,Low,RegionF,150,2406,557,NonPreemptive,5.2,562.2
1501,BatchInference,1313,7,341,Medium,RegionF,80,2406,1313,NonPreemptive,5.683333333333334,1318.6833333333334
1502,AITraining,822,53,248,Low,RegionC,150,2406,822,NonPreemptive,4.133333333333334,826.1333333333333
1503,BatchInference,1286,12,352,Medium,RegionB,80,2406,1286,NonPreemptive,5.866666666666666,1291.8666666666666
1504,RealTimeInference,1631,2,39,High,RegionB,20,1632,1631,NonPreemptive,0.65,1631.65
1505,BatchInference,1193,8,121,Medium,RegionD,80,2406,1193,NonPreemptive,2.0166666666666666,1195.0166666666667
1506,AITraining,2011,42,194,Low,RegionE,150,2406,2011,NonPreemptive,3.2333333333333334,2014.2333333333333
1507,AITraining,992,127,56,Low,RegionF,150,2406,992,NonPreemptive,0.9333333333333333,992.9333333333333
1508,BatchInference,1540,7,25,Medium,RegionA,80,2406,1540,NonPreemptive,0.4166666666666667,1540.4166666666667
1509,BatchInference,1609,11,281,Medium,RegionA,80,2406,1609,NonPreemptive,4.683333333333334,1613.6833333333334
1510,BatchInference,466,13,41,Medium,RegionB,80,2406,466,NonPreemptive,0.6833333333333333,466.68333333333334
1511,AITraining,818,74,264,Low,RegionD,150,2406,818,NonPreemptive,4.4,822.4
1512,AITraining,2234,24,148,Low,RegionE,150,2406,2234,NonPreemptive,2.466666666666667,2236.4666666666667
1513,RealTimeInference,2253,2,282,High,RegionC,20,2258,2253,NonPreemptive,4.7,2257.7
1514,RealTimeInference,1890,4,120,High,RegionE,20,1892,1890,NonPreemptive,2.0,1892.0
1515,AITraining,858,40,366,Low,RegionB,150,2406,858,NonPreemptive,6.1,864.1
1516,BatchInference,1193,9,330,Medium,RegionB,80,2406,1193,NonPreemptive,5.5,1198.5
1517,AITraining,283,78,60,Low,RegionD,150,2406,283,NonPreemptive,1.0,284.0
1518,BatchInference,2045,7,392,Medium,RegionC,80,2406,2045,NonPreemptive,6.533333333333333,2051.5333333333333
1519,RealTimeInference,1240,2,105,High,RegionC,20,1242,1240,NonPreemptive,1.75,1241.75
1520,RealTimeInference,1034,7,10,High,RegionC,20,1035,1034,NonPreemptive,0.16666666666666666,1034.1666666666667
1521,AITraining,631,126,387,Low,RegionF,150,2406,631,NonPreemptive,6.45,637.45
1522,AITraining,1733,54,135,Low,RegionD,150,2406,1733,NonPreemptive,2.25,1735.25
1523,BatchInference,302,20,260,Medium,RegionB,80,2406,302,NonPreemptive,4.333333333333333,306.3333333333333
1524,BatchInference,1962,12,82,Medium,RegionC,80,2406,1962,NonPreemptive,1.3666666666666667,1963.3666666666666
1525,AITraining,1641,28,271,Low,RegionE,150,2406,1641,NonPreemptive,4.516666666666667,1645.5166666666667
1526,AITraining,2075,99,254,Low,RegionF,150,2406,2075,NonPreemptive,4.233333333333333,2079.233333333333
1527,AITraining,1713,18,72,Low,RegionF,150,2406,1713,NonPreemptive,1.2,1714.2
1528,AITraining,150,64,377,Low,RegionB,150,2406,150,NonPreemptive,6.283333333333333,156.28333333333333
1529,BatchInference,2199,18,192,Medium,RegionB,80,2406,2199,NonPreemptive,3.2,2202.2
1530,AITraining,348,79,346,Low,RegionD,150,2406,348,NonPreemptive,5.766666666666667,353.76666666666665
1531,RealTimeInference,1016,3,280,High,RegionB,20,1021,1016,NonPreemptive,4.666666666666667,1020.6666666666666
1532,AITraining,1454,115,361,Low,RegionE,150,2406,1454,NonPreemptive,6.016666666666667,1460.0166666666667
1533,RealTimeInference,181,4,378,High,RegionC,20,188,181,NonPreemptive,6.3,187.3
1534,AITraining,1636,98,381,Low,RegionF,150,2406,1636,NonPreemptive,6.35,1642.35
1535,BatchInference,1763,6,323,Medium,RegionA,80,2406,1763,NonPreemptive,5.383333333333334,1768.3833333333334
1536,RealTimeInference,43,1,171,High,RegionA,20,46,43,NonPreemptive,2.85,45.85
1537,RealTimeInference,1059,5,225,High,RegionB,20,1063,1059,NonPreemptive,3.75,1062.75
1538,RealTimeInference,2091,3,348,High,RegionB,20,2097,2091,NonPreemptive,5.8,2096.8
1539,AITraining,2124,21,177,Low,RegionE,150,2406,2124,NonPreemptive,2.95,2126.95
1540,AITraining,2377,98,292,Low,RegionF,150,2406,2377,NonPreemptive,4.866666666666666,2381.866666666667
1541,AITraining,2356,95,22,Low,RegionA,150,2406,2356,NonPreemptive,0.36666666666666664,2356.366666666667
1542,RealTimeInference,1825,6,213,High,RegionA,20,1829,1825,NonPreemptive,3.55,1828.55
1543,BatchInference,1602,19,52,Medium,RegionB,80,2406,1602,NonPreemptive,0.8666666666666667,1602.8666666666666
1544,BatchInference,2049,13,157,Medium,RegionC,80,2406,2049,NonPreemptive,2.6166666666666667,2051.616666666667
1545,RealTimeInference,1412,7,160,High,RegionC,20,1415,1412,NonPreemptive,2.6666666666666665,1414.6666666666667
1546,RealTimeInference,1977,2,380,High,RegionC,20,1984,1977,NonPreemptive,6.333333333333333,1983.3333333333333
1547,RealTimeInference,1210,1,16,High,RegionE,20,1211,1210,NonPreemptive,0.26666666666666666,1210.2666666666667
1548,BatchInference,351,17,384,Medium,RegionA,80,2406,351,NonPreemptive,6.4,357.4
1549,RealTimeInference,580,3,92,High,RegionA,20,582,580,NonPreemptive,1.5333333333333334,581.5333333333333
1550,BatchInference,1277,22,337,Medium,RegionC,80,2406,1277,NonPreemptive,5.616666666666666,1282.6166666666666
1551,BatchInference,1865,4,21,Medium,RegionD,80,2406,1865,NonPreemptive,0.35,1865.35
1552,RealTimeInference,2134,6,340,High,RegionC,20,2140,2134,NonPreemptive,5.666666666666667,2139.6666666666665
1553,BatchInference,1426,8,149,Medium,RegionE,80,2406,1426,NonPreemptive,2.4833333333333334,1428.4833333333333
1554,BatchInference,399,20,106,Medium,RegionA,80,2406,399,NonPreemptive,1.7666666666666666,400.76666666666665
1555,BatchInference,1853,8,343,Medium,RegionA,80,2406,1853,NonPreemptive,5.716666666666667,1858.7166666666667
1556,BatchInference,275,8,385,Medium,RegionB,80,2406,275,NonPreemptive,6.416666666666667,281.4166666666667
1557,BatchInference,183,4,59,Medium,RegionC,80,2406,183,NonPreemptive,0.9833333333333333,183.98333333333332
1558,AITraining,471,127,28,Low,RegionE,150,2406,471,NonPreemptive,0.4666666666666667,471.46666666666664
1559,RealTimeInference,1405,6,388,High,RegionC,20,1412,1405,NonPreemptive,6.466666666666667,1411.4666666666667
1560,AITraining,447,81,56,Low,RegionF,150,2406,447,NonPreemptive,0.9333333333333333,447.93333333333334
1561,AITraining,673,54,298,Low,RegionB,150,2406,673,NonPreemptive,4.966666666666667,677.9666666666667
1562,AITraining,999,28,191,Low,RegionD,150,2406,999,NonPreemptive,3.183333333333333,1002.1833333333333
1563,AITraining,714,22,23,Low,RegionD,150,2406,714,NonPreemptive,0.38333333333333336,714.3833333333333
1564,AITraining,655,102,137,Low,RegionE,150,2406,655,NonPreemptive,2.283333333333333,657.2833333333333
1565,BatchInference,2293,23,289,Medium,RegionD,80,2406,2293,NonPreemptive,4.816666666666666,2297.8166666666666
1566,BatchInference,1892,21,211,Medium,RegionE,80,2406,1892,NonPreemptive,3.5166666666666666,1895.5166666666667
1567,RealTimeInference,1659,1,227,High,RegionA,20,1663,1659,NonPreemptive,3.783333333333333,1662.7833333333333
1568,AITraining,755,77,211,Low,RegionD,150,2406,755,NonPreemptive,3.5166666666666666,758.5166666666667
1569,RealTimeInference,1770,1,15,High,RegionA,20,1771,1770,NonPreemptive,0.25,1770.25
1570,BatchInference,119,8,327,Medium,RegionC,80,2406,119,NonPreemptive,5.45,124.45
1571,AITraining,808,56,91,Low,RegionE,150,2406,808,NonPreemptive,1.5166666666666666,809.5166666666667
1572,BatchInference,1759,23,228,Medium,RegionE,80,2406,1759,NonPreemptive,3.8,1762.8
1573,BatchInference,18,20,80,Medium,RegionF,80,2406,18,NonPreemptive,1.3333333333333333,19.333333333333332
1574,AITraining,879,18,107,Low,RegionB,150,2406,879,NonPreemptive,1.7833333333333334,880.7833333333333
1575,RealTimeInference,1140,1,217,High,RegionA,20,1144,1140,NonPreemptive,3.6166666666666667,1143.6166666666666
1576,AITraining,256,17,289,Low,RegionD,150,2406,256,NonPreemptive,4.816666666666666,260.81666666666666
1577,AITraining,416,89,31,Low,RegionE,150,2406,416,NonPreemptive,0.5166666666666667,416.51666666666665
1578,AITraining,765,41,304,Low,RegionE,150,2406,765,NonPreemptive,5.066666666666666,770.0666666666667
1579,BatchInference,1335,18,29,Medium,RegionE,80,2406,1335,NonPreemptive,0.48333333333333334,1335.4833333333333
1580,RealTimeInference,1874,3,157,High,RegionF,20,1877,1874,NonPreemptive,2.6166666666666667,1876.6166666666666
1581,RealTimeInference,1074,4,93,High,RegionA,20,1076,1074,NonPreemptive,1.55,1075.55
1582,AITraining,2004,114,331,Low,RegionD,150,2406,2004,NonPreemptive,5.516666666666667,2009.5166666666667
1583,AITraining,1283,45,332,Low,RegionD,150,2406,1283,NonPreemptive,5.533333333333333,1288.5333333333333
1584,AITraining,1591,21,292,Low,RegionE,150,2406,1591,NonPreemptive,4.866666666666666,1595.8666666666666
1585,AITraining,1607,25,361,Low,RegionF,150,2406,1607,NonPreemptive,6.016666666666667,1613.0166666666667
1586,AITraining,467,63,109,Low,RegionF,150,2406,467,NonPreemptive,1.8166666666666667,468.81666666666666
1587,BatchInference,1441,5,74,Medium,RegionA,80,2406,1441,NonPreemptive,1.2333333333333334,1442.2333333333333
1588,BatchInference,706,22,275,Medium,RegionB,80,2406,706,NonPreemptive,4.583333333333333,710.5833333333334
1589,AITraining,1218,68,57,Low,RegionD,150,2406,1218,NonPreemptive,0.95,1218.95
1590,AITraining,347,36,287,Low,RegionE,150,2406,347,NonPreemptive,4.783333333333333,351.78333333333336
1591,AITraining,548,115,34,Low,RegionE,150,2406,548,NonPreemptive,0.5666666666666667,548.5666666666667
1592,BatchInference,482,16,378,Medium,RegionE,80,2406,482,NonPreemptive,6.3,488.3
1593,RealTimeInference,1250,5,16,High,RegionF,20,1251,1250,NonPreemptive,0.26666666666666666,1250.2666666666667
1594,RealTimeInference,749,1,173,High,RegionA,20,752,749,NonPreemptive,2.8833333333333333,751.8833333333333
1595,BatchInference,579,22,147,Medium,RegionB,80,2406,579,NonPreemptive,2.45,581.45
1596,AITraining,1591,51,246,Low,RegionD,150,2406,1591,NonPreemptive,4.1,1595.1
1597,BatchInference,564,17,297,Medium,RegionD,80,2406,564,NonPreemptive,4.95,568.95
1598,AITraining,1571,21,175,Low,RegionE,150,2406,1571,NonPreemptive,2.9166666666666665,1573.9166666666667
1599,BatchInference,760,20,379,Medium,RegionF,80,2406,760,NonPreemptive,6.316666666666666,766.3166666666667
1600,BatchInference,2201,21,253,Medium,RegionA,80,2406,2201,NonPreemptive,4.216666666666667,2205.2166666666667
1601,AITraining,709,100,376,Low,RegionD,150,2406,709,NonPreemptive,6.266666666666667,715.2666666666667
1602,AITraining,683,30,102,Low,RegionD,150,2406,683,NonPreemptive,1.7,684.7
1603,BatchInference,1183,12,257,Medium,RegionC,80,2406,1183,NonPreemptive,4.283333333333333,1187.2833333333333
1604,RealTimeInference,766,4,52,High,RegionC,20,767,766,NonPreemptive,0.8666666666666667,766.8666666666667
1605,BatchInference,1847,12,221,Medium,RegionE,80,2406,1847,NonPreemptive,3.683333333333333,1850.6833333333334
1606,AITraining,219,124,48,Low,RegionF,150,2406,219,NonPreemptive,0.8,219.8
1607,BatchInference,39,20,160,Medium,RegionA,80,2406,39,NonPreemptive,2.6666666666666665,41.666666666666664
1608,BatchInference,559,18,56,Medium,RegionB,80,2406,559,NonPreemptive,0.9333333333333333,559.9333333333333
1609,RealTimeInference,1572,7,308,High,RegionB,20,1578,1572,NonPreemptive,5.133333333333334,1577.1333333333334
1610,AITraining,2070,63,305,Low,RegionE,150,2406,2070,NonPreemptive,5.083333333333333,2075.0833333333335
1611,AITraining,2027,90,327,Low,RegionE,150,2406,2027,NonPreemptive,5.45,2032.45
1612,BatchInference,2014,4,25,Medium,RegionE,80,2406,2014,NonPreemptive,0.4166666666666667,2014.4166666666667
1613,BatchInference,1818,21,313,Medium,RegionA,80,2406,1818,NonPreemptive,5.216666666666667,1823.2166666666667
1614,BatchInference,685,13,47,Medium,RegionA,80,2406,685,NonPreemptive,0.7833333333333333,685.7833333333333
1615,RealTimeInference,2315,7,173,High,RegionA,20,2318,2315,NonPreemptive,2.8833333333333333,2317.883333333333
1616,RealTimeInference,903,3,86,High,RegionB,20,905,903,NonPreemptive,1.4333333333333333,904.4333333333333
1617,BatchInference,133,17,367,Medium,RegionD,80,2406,133,NonPreemptive,6.116666666666666,139.11666666666667
1618,BatchInference,920,4,100,Medium,RegionE,80,2406,920,NonPreemptive,1.6666666666666667,921.6666666666666
1619,AITraining,1182,125,188,Low,RegionF,150,2406,1182,NonPreemptive,3.1333333333333333,1185.1333333333334
1620,RealTimeInference,1873,6,82,High,RegionA,20,1875,1873,NonPreemptive,1.3666666666666667,1874.3666666666666
1621,AITraining,2028,21,378,Low,RegionD,150,2406,2028,NonPreemptive,6.3,2034.3
1622,AITraining,2092,75,362,Low,RegionD,150,2406,2092,NonPreemptive,6.033333333333333,2098.0333333333333
1623,RealTimeInference,2345,6,146,High,RegionB,20,2348,2345,NonPreemptive,2.433333333333333,2347.4333333333334
1624,RealTimeInference,1097,2,196,High,RegionC,20,1101,1097,NonPreemptive,3.2666666666666666,1100.2666666666667
1625,AITraining,1502,100,67,Low,RegionF,150,2406,1502,NonPreemptive,1.1166666666666667,1503.1166666666666
1626,AITraining,170,122,197,Low,RegionA,150,2406,170,NonPreemptive,3.283333333333333,173.28333333333333
1627,AITraining,1807,117,177,Low,RegionD,150,2406,1807,NonPreemptive,2.95,1809.95
1628,AITraining,895,51,261,Low,RegionD,150,2406,895,NonPreemptive,4.35,899.35
1629,BatchInference,419,14,344,Medium,RegionC,80,2406,419,NonPreemptive,5.733333333333333,424.73333333333335
1630,AITraining,1013,107,159,Low,RegionE,150,2406,1013,NonPreemptive,2.65,1015.65
1631,BatchInference,132,14,194,Medium,RegionE,80,2406,132,NonPreemptive,3.2333333333333334,135.23333333333332
1632,BatchInference,1076,16,223,Medium,RegionF,80,2406,1076,NonPreemptive,3.716666666666667,1079.7166666666667
1633,BatchInference,356,10,372,Medium,RegionA,80,2406,356,NonPreemptive,6.2,362.2
1634,BatchInference,480,7,216,Medium,RegionB,80,2406,480,NonPreemptive,3.6,483.6
1635,RealTimeInference,859,1,12,High,RegionB,20,860,859,NonPreemptive,0.2,859.2
1636,AITraining,1436,93,251,Low,RegionE,150,2406,1436,NonPreemptive,4.183333333333334,1440.1833333333334
1637,AITraining,1753,16,47,Low,RegionE,150,2406,1753,NonPreemptive,0.7833333333333333,1753.7833333333333
1638,RealTimeInference,570,5,142,High,RegionC,20,573,570,NonPreemptive,2.3666666666666667,572.3666666666667
1639,RealTimeInference,847,1,357,High,RegionF,20,853,847,NonPreemptive,5.95,852.95
1640,RealTimeInference,2335,5,118,High,RegionA,20,2337,2335,NonPreemptive,1.9666666666666666,2336.9666666666667
1641,BatchInference,2180,18,92,Medium,RegionB,80,2406,2180,NonPreemptive,1.5333333333333334,2181.5333333333333
1642,BatchInference,2206,6,78,Medium,RegionC,80,2406,2206,NonPreemptive,1.3,2207.3
1643,RealTimeInference,1325,1,149,High,RegionB,20,1328,1325,NonPreemptive,2.4833333333333334,1327.4833333333333
1644,AITraining,1198,75,321,Low,RegionF,150,2406,1198,NonPreemptive,5.35,1203.35
1645,BatchInference,2345,13,162,Medium,RegionF,80,2406,2345,NonPreemptive,2.7,2347.7
1646,BatchInference,2107,23,162,Medium,RegionA,80,2406,2107,NonPreemptive,2.7,2109.7
1647,AITraining,390,124,311,Low,RegionD,150,2406,390,NonPreemptive,5.183333333333334,395.18333333333334
1648,RealTimeInference,1685,7,45,High,RegionB,20,1686,1685,NonPreemptive,0.75,1685.75
1649,RealTimeInference,1135,6,371,High,RegionB,20,1142,1135,NonPreemptive,6.183333333333334,1141.1833333333334
1650,AITraining,519,73,345,Low,RegionE,150,2406,519,NonPreemptive,5.75,524.75
1651,AITraining,543,112,326,Low,RegionF,150,2406,543,NonPreemptive,5.433333333333334,548.4333333333333
1652,RealTimeInference,599,1,118,High,RegionF,20,601,599,NonPreemptive,1.9666666666666666,600.9666666666667
1653,AITraining,1319,50,127,Low,RegionC,150,2406,1319,NonPreemptive,2.1166666666666667,1321.1166666666666
1654,RealTimeInference,1608,5,96,High,RegionA,20,1610,1608,NonPreemptive,1.6,1609.6
1655,BatchInference,582,20,322,Medium,RegionC,80,2406,582,NonPreemptive,5.366666666666666,587.3666666666667
1656,AITraining,1100,101,294,Low,RegionE,150,2406,1100,NonPreemptive,4.9,1104.9
1657,AITraining,1696,126,96,Low,RegionE,150,2406,1696,NonPreemptive,1.6,1697.6
1658,BatchInference,1851,16,55,Medium,RegionF,80,2406,1851,NonPreemptive,0.9166666666666666,1851.9166666666667
1659,RealTimeInference,381,4,54,High,RegionA,20,382,381,NonPreemptive,0.9,381.9
1660,BatchInference,2111,20,113,Medium,RegionA,80,2406,2111,NonPreemptive,1.8833333333333333,2112.883333333333
1661,AITraining,1139,100,143,Low,RegionD,150,2406,1139,NonPreemptive,2.3833333333333333,1141.3833333333334
1662,AITraining,1511,123,103,Low,RegionD,150,2406,1511,NonPreemptive,1.7166666666666666,1512.7166666666667
1663,BatchInference,1999,4,218,Medium,RegionD,80,2406,1999,NonPreemptive,3.6333333333333333,2002.6333333333334
1664,BatchInference,2383,14,131,Medium,RegionE,80,2406,2383,NonPreemptive,2.183333333333333,2385.1833333333334
1665,RealTimeInference,381,2,171,High,RegionE,20,384,381,NonPreemptive,2.85,383.85
1666,AITraining,1877,88,37,Low,RegionC,150,2406,1877,NonPreemptive,0.6166666666666667,1877.6166666666666
1667,AITraining,1467,26,176,Low,RegionD,150,2406,1467,NonPreemptive,2.933333333333333,1469.9333333333334
1668,RealTimeInference,2189,7,255,High,RegionB,20,2194,2189,NonPreemptive,4.25,2193.25
1669,BatchInference,892,22,391,Medium,RegionD,80,2406,892,NonPreemptive,6.516666666666667,898.5166666666667
1670,BatchInference,867,11,146,Medium,RegionD,80,2406,867,NonPreemptive,2.433333333333333,869.4333333333333
1671,BatchInference,1099,18,28,Medium,RegionE,80,2406,1099,NonPreemptive,0.4666666666666667,1099.4666666666667
1672,BatchInference,1161,6,184,Medium,RegionA,80,2406,1161,NonPreemptive,3.066666666666667,1164.0666666666666
1673,BatchInference,2241,13,363,Medium,RegionA,80,2406,2241,NonPreemptive,6.05,2247.05
1674,AITraining,534,28,102,Low,RegionD,150,2406,534,NonPreemptive,1.7,535.7
1675,AITraining,1987,63,214,Low,RegionD,150,2406,1987,NonPreemptive,3.566666666666667,1990.5666666666666
1676,BatchInference,198,19,254,Medium,RegionD,80,2406,198,NonPreemptive,4.233333333333333,202.23333333333332
1677,RealTimeInference,407,5,304,High,RegionC,20,413,407,NonPreemptive,5.066666666666666,412.06666666666666
1678,AITraining,1882,103,80,Low,RegionF,150,2406,1882,NonPreemptive,1.3333333333333333,1883.3333333333333
1679,RealTimeInference,508,5,291,High,RegionA,20,513,508,NonPreemptive,4.85,512.85
1680,RealTimeInference,1807,1,16,High,RegionA,20,1808,1807,NonPreemptive,0.26666666666666666,1807.2666666666667
1681,BatchInference,2,20,318,Medium,RegionB,80,2406,2,NonPreemptive,5.3,7.3
1682,BatchInference,828,4,71,Medium,RegionC,80,2406,828,NonPreemptive,1.1833333333333333,829.1833333333333
1683,AITraining,540,32,34,Low,RegionE,150,2406,540,NonPreemptive,0.5666666666666667,540.5666666666667
